Vulnerability Name,Risk Severity,CVSS Score,Vulnerability CVE IDs,Distribution,OS State,Hardware Configuration,Vulnerability Scanner
RHEL 8 / 9 : texlive (RHSA-2023:3661),High,7.8,CVE-2023-32700,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : nghttp2 (RHSA-2023:5838),High,7.5,CVE-2023-44487,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : firefox (RHSA-2023:6188),Critical,9.8,"CVE-2023-44488, CVE-2023-5721, CVE-2023-5724, CVE-2023-5725, CVE-2023-5728, CVE-2023-5730, CVE-2023-5732",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : nghttp2 (RHSA-2023:6746),High,7.5,CVE-2023-44487,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : ghostscript (RHSA-2023:6732),High,8.8,CVE-2023-43115,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : curl (RHSA-2023:6745),Critical,9.8,"CVE-2023-38545, CVE-2023-38546",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : samba (RHSA-2023:6744),Critical,9.8,"CVE-2023-3961, CVE-2023-4091, CVE-2023-42669",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : open-vm-tools (RHSA-2023:7277),High,7.5,"CVE-2023-34058, CVE-2023-34059",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : firefox (RHSA-2023:7507),High,8.8,"CVE-2023-6204, CVE-2023-6205, CVE-2023-6206, CVE-2023-6207, CVE-2023-6208, CVE-2023-6209, CVE-2023-6212",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : webkit2gtk3 (RHSA-2023:7715),High,8.8,CVE-2023-42917,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : tracker-miners (RHSA-2023:7712),High,7.7,CVE-2023-5557,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : libxml2 (RHSA-2023:7747),Medium,6.5,CVE-2023-39615,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : pixman (RHSA-2023:7754),High,8.8,CVE-2022-44638,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : gstreamer1-plugins-bad-free (RHSA-2023:7791),High,8.8,"CVE-2023-44429, CVE-2023-44446",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : firefox (RHSA-2024:0025),High,8.8,"CVE-2023-6856, CVE-2023-6857, CVE-2023-6858, CVE-2023-6859, CVE-2023-6860, CVE-2023-6861, CVE-2023-6862, CVE-2023-6863, CVE-2023-6864, CVE-2023-6865, CVE-2023-6867",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : nss (RHSA-2024:0108),Medium,6.5,CVE-2023-5388,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : openssl (RHSA-2024:0310),High,7.5,CVE-2023-5363,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : sqlite (RHSA-2024:0465),High,7.3,CVE-2023-7104,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : python3.9 (RHSA-2024:0466),Medium,5.3,CVE-2023-27043,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : rpm (RHSA-2024:0463),Medium,6.7,"CVE-2021-35937, CVE-2021-35938, CVE-2021-35939",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : grub2 (RHSA-2024:0468),Medium,6.8,CVE-2023-4001,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : python-urllib3 (RHSA-2024:0464),High,8.1,"CVE-2023-43804, CVE-2023-45803",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : gnutls (RHSA-2024:0533),High,7.5,"CVE-2023-5981, CVE-2024-0553, CVE-2024-0567",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : firefox (RHSA-2024:0603),High,8.8,"CVE-2024-0741, CVE-2024-0742, CVE-2024-0746, CVE-2024-0747, CVE-2024-0749, CVE-2024-0750, CVE-2024-0751, CVE-2024-0753, CVE-2024-0755",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : nss (RHSA-2024:0790),Medium,4.3,CVE-2023-6135,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 8 / 9 : sudo (RHSA-2024:0811),High,7,"CVE-2023-28486, CVE-2023-28487, CVE-2023-42465",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : firefox (RHSA-2024:0952),High,7.5,"CVE-2024-1546, CVE-2024-1547, CVE-2024-1548, CVE-2024-1549, CVE-2024-1550, CVE-2024-1551, CVE-2024-1552, CVE-2024-1553",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : openssh (RHSA-2024:1130),Medium,6.5,"CVE-2023-48795, CVE-2023-51385",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : curl (RHSA-2024:1129),Medium,6.5,CVE-2023-46218,Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : dnsmasq (RHSA-2024:1334),High,7.5,"CVE-2023-50387, CVE-2023-50868",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : firefox (RHSA-2024:1485),High,7.5,"CVE-2023-5388, CVE-2024-0743, CVE-2024-2607, CVE-2024-2608, CVE-2024-2610, CVE-2024-2611, CVE-2024-2612, CVE-2024-2614, CVE-2024-2616, CVE-2024-29944",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 9 : expat (RHSA-2024:1530),High,7.5,"CVE-2023-52425, CVE-2024-28757",Red Hat Enterprise Linux,freshly installed,Laptop,Nessus
RHEL 8 / 9 : texlive (RHSA-2023:3661),High,7.8,CVE-2023-32700,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : nghttp2 (RHSA-2023:5838),High,7.5,CVE-2023-44487,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : firefox (RHSA-2023:6188),Critical,9.8,"CVE-2023-44488, CVE-2023-5721, CVE-2023-5724, CVE-2023-5725, CVE-2023-5728, CVE-2023-5730, CVE-2023-5732",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : nghttp2 (RHSA-2023:6746),High,7.5,CVE-2023-44487,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : ghostscript (RHSA-2023:6732),High,8.8,CVE-2023-43115,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : curl (RHSA-2023:6745),Critical,9.8,"CVE-2023-38545, CVE-2023-38546",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : samba (RHSA-2023:6744),Critical,9.8,"CVE-2023-3961, CVE-2023-4091, CVE-2023-42669",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : open-vm-tools (RHSA-2023:7277),High,7.5,"CVE-2023-34058, CVE-2023-34059",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : firefox (RHSA-2023:7507),High,8.8,"CVE-2023-6204, CVE-2023-6205, CVE-2023-6206, CVE-2023-6207, CVE-2023-6208, CVE-2023-6209, CVE-2023-6212",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : webkit2gtk3 (RHSA-2023:7715),High,8.8,CVE-2023-42917,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : tracker-miners (RHSA-2023:7712),High,7.7,CVE-2023-5557,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : libxml2 (RHSA-2023:7747),Medium,6.5,CVE-2023-39615,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : pixman (RHSA-2023:7754),High,8.8,CVE-2022-44638,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : gstreamer1-plugins-bad-free (RHSA-2023:7791),High,8.8,"CVE-2023-44429, CVE-2023-44446",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : firefox (RHSA-2024:0025),High,8.8,"CVE-2023-6856, CVE-2023-6857, CVE-2023-6858, CVE-2023-6859, CVE-2023-6860, CVE-2023-6861, CVE-2023-6862, CVE-2023-6863, CVE-2023-6864, CVE-2023-6865, CVE-2023-6867",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : nss (RHSA-2024:0108),Medium,6.5,CVE-2023-5388,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : openssl (RHSA-2024:0310),High,7.5,CVE-2023-5363,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : sqlite (RHSA-2024:0465),High,7.3,CVE-2023-7104,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : python3.9 (RHSA-2024:0466),Medium,5.3,CVE-2023-27043,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : rpm (RHSA-2024:0463),Medium,6.7,"CVE-2021-35937, CVE-2021-35938, CVE-2021-35939",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : grub2 (RHSA-2024:0468),Medium,6.8,CVE-2023-4001,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : python-urllib3 (RHSA-2024:0464),High,8.1,"CVE-2023-43804, CVE-2023-45803",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : gnutls (RHSA-2024:0533),High,7.5,"CVE-2023-5981, CVE-2024-0553, CVE-2024-0567",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : firefox (RHSA-2024:0603),High,8.8,"CVE-2024-0741, CVE-2024-0742, CVE-2024-0746, CVE-2024-0747, CVE-2024-0749, CVE-2024-0750, CVE-2024-0751, CVE-2024-0753, CVE-2024-0755",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : nss (RHSA-2024:0790),Medium,4.3,CVE-2023-6135,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 8 / 9 : sudo (RHSA-2024:0811),High,7,"CVE-2023-28486, CVE-2023-28487, CVE-2023-42465",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : firefox (RHSA-2024:0952),High,7.5,"CVE-2024-1546, CVE-2024-1547, CVE-2024-1548, CVE-2024-1549, CVE-2024-1550, CVE-2024-1551, CVE-2024-1552, CVE-2024-1553",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : openssh (RHSA-2024:1130),Medium,6.5,"CVE-2023-48795, CVE-2023-51385",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : curl (RHSA-2024:1129),Medium,6.5,CVE-2023-46218,Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : dnsmasq (RHSA-2024:1334),High,7.5,"CVE-2023-50387, CVE-2023-50868",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : firefox (RHSA-2024:1485),High,7.5,"CVE-2023-5388, CVE-2024-0743, CVE-2024-2607, CVE-2024-2608, CVE-2024-2610, CVE-2024-2611, CVE-2024-2612, CVE-2024-2614, CVE-2024-2616, CVE-2024-29944",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 9 : expat (RHSA-2024:1530),High,7.5,"CVE-2023-52425, CVE-2024-28757",Red Hat Enterprise Linux,freshly installed,Desktop,Nessus
RHEL 8 / 9 : texlive (RHSA-2023:3661),High,7.8,CVE-2023-32700,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : nghttp2 (RHSA-2023:5838),High,7.5,CVE-2023-44487,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : firefox (RHSA-2023:6188),Critical,9.8,"CVE-2023-44488, CVE-2023-5721, CVE-2023-5724, CVE-2023-5725, CVE-2023-5728, CVE-2023-5730, CVE-2023-5732",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : nghttp2 (RHSA-2023:6746),High,7.5,CVE-2023-44487,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : ghostscript (RHSA-2023:6732),High,8.8,CVE-2023-43115,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : curl (RHSA-2023:6745),Critical,9.8,"CVE-2023-38545, CVE-2023-38546",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : samba (RHSA-2023:6744),Critical,9.8,"CVE-2023-3961, CVE-2023-4091, CVE-2023-42669",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : open-vm-tools (RHSA-2023:7277),High,7.5,"CVE-2023-34058, CVE-2023-34059",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : firefox (RHSA-2023:7507),High,8.8,"CVE-2023-6204, CVE-2023-6205, CVE-2023-6206, CVE-2023-6207, CVE-2023-6208, CVE-2023-6209, CVE-2023-6212",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : webkit2gtk3 (RHSA-2023:7715),High,8.8,CVE-2023-42917,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : tracker-miners (RHSA-2023:7712),High,7.7,CVE-2023-5557,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : libxml2 (RHSA-2023:7747),Medium,6.5,CVE-2023-39615,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : pixman (RHSA-2023:7754),High,8.8,CVE-2022-44638,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : gstreamer1-plugins-bad-free (RHSA-2023:7791),High,8.8,"CVE-2023-44429, CVE-2023-44446",Red Hat Enterprise Linux,freshly installed,Server,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Red Hat Enterprise Linux,freshly installed,Server,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : firefox (RHSA-2024:0025),High,8.8,"CVE-2023-6856, CVE-2023-6857, CVE-2023-6858, CVE-2023-6859, CVE-2023-6860, CVE-2023-6861, CVE-2023-6862, CVE-2023-6863, CVE-2023-6864, CVE-2023-6865, CVE-2023-6867",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : nss (RHSA-2024:0108),Medium,6.5,CVE-2023-5388,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : openssl (RHSA-2024:0310),High,7.5,CVE-2023-5363,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : sqlite (RHSA-2024:0465),High,7.3,CVE-2023-7104,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : python3.9 (RHSA-2024:0466),Medium,5.3,CVE-2023-27043,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : rpm (RHSA-2024:0463),Medium,6.7,"CVE-2021-35937, CVE-2021-35938, CVE-2021-35939",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : grub2 (RHSA-2024:0468),Medium,6.8,CVE-2023-4001,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : python-urllib3 (RHSA-2024:0464),High,8.1,"CVE-2023-43804, CVE-2023-45803",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : gnutls (RHSA-2024:0533),High,7.5,"CVE-2023-5981, CVE-2024-0553, CVE-2024-0567",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : firefox (RHSA-2024:0603),High,8.8,"CVE-2024-0741, CVE-2024-0742, CVE-2024-0746, CVE-2024-0747, CVE-2024-0749, CVE-2024-0750, CVE-2024-0751, CVE-2024-0753, CVE-2024-0755",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : nss (RHSA-2024:0790),Medium,4.3,CVE-2023-6135,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 8 / 9 : sudo (RHSA-2024:0811),High,7,"CVE-2023-28486, CVE-2023-28487, CVE-2023-42465",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : firefox (RHSA-2024:0952),High,7.5,"CVE-2024-1546, CVE-2024-1547, CVE-2024-1548, CVE-2024-1549, CVE-2024-1550, CVE-2024-1551, CVE-2024-1552, CVE-2024-1553",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : openssh (RHSA-2024:1130),Medium,6.5,"CVE-2023-48795, CVE-2023-51385",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : curl (RHSA-2024:1129),Medium,6.5,CVE-2023-46218,Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : dnsmasq (RHSA-2024:1334),High,7.5,"CVE-2023-50387, CVE-2023-50868",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : firefox (RHSA-2024:1485),High,7.5,"CVE-2023-5388, CVE-2024-0743, CVE-2024-2607, CVE-2024-2608, CVE-2024-2610, CVE-2024-2611, CVE-2024-2612, CVE-2024-2614, CVE-2024-2616, CVE-2024-29944",Red Hat Enterprise Linux,freshly installed,Server,Nessus
RHEL 9 : expat (RHSA-2024:1530),High,7.5,"CVE-2023-52425, CVE-2024-28757",Red Hat Enterprise Linux,freshly installed,Server,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Ghostscript vulnerability (USN-6433-1),High,8.8,CVE-2023-43115,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 23.10 : curl vulnerabilities (USN-6429-3),Critical,9.8,"CVE-2023-38545, CVE-2023-38546",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 23.10 : Samba vulnerabilities (USN-6425-3),Medium,6.5,"CVE-2023-4091, CVE-2023-4154, CVE-2023-42669, CVE-2023-42670",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 23.10 : CUE vulnerability (USN-6423-2),High,8.8,CVE-2023-43641,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : OpenSSL vulnerabilities (USN-6450-1),High,7.5,"CVE-2023-2975, CVE-2023-3446, CVE-2023-3817, CVE-2023-5363",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : X.Org X Server vulnerabilities (USN-6453-1),High,7.8,"CVE-2023-5367, CVE-2023-5380",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Vim vulnerabilities (USN-6452-1),High,7.8,"CVE-2023-3896, CVE-2023-4733, CVE-2023-4734, CVE-2023-4735, CVE-2023-4738, CVE-2023-4750, CVE-2023-4751, CVE-2023-4752, CVE-2023-4781, CVE-2023-5344, CVE-2023-5441, CVE-2023-5535",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : libsndfile vulnerability (USN-6471-1),High,7.8,CVE-2022-33065,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : urllib3 vulnerabilities (USN-6473-1),High,8.1,"CVE-2018-25091, CVE-2023-43804, CVE-2023-45803",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : procps-ng vulnerability (USN-6477-1),Low,3.3,CVE-2023-4016,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 23.04 / 23.10 : OpenVPN vulnerabilities (USN-6484-1),Critical,9.8,"CVE-2023-46849, CVE-2023-46850",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Intel Microcode vulnerability (USN-6485-1),High,7.8,CVE-2023-23583,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : WebKitGTK vulnerabilities (USN-6490-1),High,8.8,"CVE-2023-41983, CVE-2023-42852",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Avahi vulnerabilities (USN-6487-1),Medium,5.5,"CVE-2023-38469, CVE-2023-38470, CVE-2023-38471, CVE-2023-38472, CVE-2023-38473",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GnuTLS vulnerability (USN-6499-1),Medium,5.9,CVE-2023-5981,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : nghttp2 vulnerability (USN-6505-1),High,7.5,CVE-2023-44487,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : tracker-miners vulnerability (USN-6504-1),High,7.7,CVE-2023-5557,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Perl vulnerabilities (USN-6517-1),Critical,9.8,"CVE-2022-48522, CVE-2023-47038",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : FreeRDP vulnerabilities (USN-6522-1),Critical,9.8,"CVE-2022-41877, CVE-2023-39352, CVE-2023-39356",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : curl vulnerabilities (USN-6535-1),Medium,6.5,"CVE-2023-46218, CVE-2023-46219",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : python-cryptography vulnerabilities (USN-6539-1),Medium,6.5,"CVE-2023-23931, CVE-2023-49083",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : BlueZ vulnerability (USN-6540-1),Medium,6.3,CVE-2023-45866,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GNU Tar vulnerability (USN-6543-1),High,7.5,CVE-2023-39804,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : WebKitGTK vulnerabilities (USN-6545-1),High,8.8,"CVE-2023-42916, CVE-2023-42917",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : Ghostscript vulnerability (USN-6551-1),High,7.5,CVE-2023-46751,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GNOME Settings vulnerability (USN-6554-1),High,7.5,CVE-2023-5616,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : X.Org X Server vulnerabilities (USN-6555-1),High,7.8,"CVE-2023-6377, CVE-2023-6478",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : Vim vulnerabilities (USN-6557-1),High,7.8,"CVE-2022-1725, CVE-2022-1771, CVE-2022-1886, CVE-2022-1897, CVE-2022-2000, CVE-2022-2042, CVE-2023-46246, CVE-2023-48231, CVE-2023-48232, CVE-2023-48233, CVE-2023-48234, CVE-2023-48235, CVE-2023-48236, CVE-2023-48237, CVE-2023-48706",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : SQLite vulnerabilities (USN-6566-1),High,7.3,"CVE-2022-46908, CVE-2023-7104",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 22.04 LTS / 23.04 / 23.10 : WebKitGTK vulnerability (USN-6582-1),Medium,5.5,CVE-2023-42883,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : X.Org X Server vulnerabilities (USN-6587-1),Critical,9.8,"CVE-2023-6816, CVE-2024-0229, CVE-2024-0408, CVE-2024-0409, CVE-2024-21885, CVE-2024-21886",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : PAM vulnerability (USN-6588-1),Medium,5.5,CVE-2024-22365,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GnuTLS vulnerabilities (USN-6593-1),High,7.5,"CVE-2024-0553, CVE-2024-0567",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS / 23.10 : Jinja2 vulnerabilities (USN-6599-1),Medium,6.1,"CVE-2020-28493, CVE-2024-22195",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : Pillow vulnerabilities (USN-6618-1),High,8.1,"CVE-2023-44271, CVE-2023-50447",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 23.10 : GNU C Library vulnerabilities (USN-6620-1),High,7.8,"CVE-2023-6246, CVE-2023-6779, CVE-2023-6780",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 20.04 LTS / 22.04 LTS / 23.10 : OpenSSL vulnerabilities (USN-6622-1),Medium,6.5,"CVE-2023-5678, CVE-2023-6129, CVE-2023-6237, CVE-2024-0727",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 22.04 LTS / 23.10 : WebKitGTK vulnerabilities (USN-6631-1),High,8.8,"CVE-2024-23206, CVE-2024-23213, CVE-2024-23222",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 22.04 LTS / 23.10 : Bind vulnerabilities (USN-6633-1),High,7.5,"CVE-2023-4408, CVE-2023-50387, CVE-2023-50868, CVE-2023-5517, CVE-2023-5679",Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 22.04 LTS / 23.10 : shadow vulnerability (USN-6640-1),Medium,5.5,CVE-2023-4641,Ubuntu,freshly installed,Laptop,Nessus
Ubuntu 14.04 LTS / 16.04 LTS / 18.04 LTS / 20.04 LTS / 23.10 : LibTIFF vulnerabilities (USN-6644-1),High,7.5,"CVE-2023-52356, CVE-2023-6228, CVE-2023-6277",Ubuntu,freshly installed,Laptop,Nessus
